"성분AS","성분C","성분B","성분CA","성분CU","성분CR","성분MO","성분MN","성분N","성분P","성분S","성분TOTALAL","성분SOLAL","재료번호","성분V"
0.005,0.1778,0,0,0.015,0.02,0,0.487,23,0.0138,0.0031,0.019,0.019,"HQC119380",0.001
0.006,0.0217,0,1,0.018,0.02,0,0.199,16,0.0092,0.009,0.021,0.018,"HQY144680",0
0.007,0.0763,1,7,0.014,0.02,0,0.918,25,0.0189,0.0021,0.028,0.027,"HQB094060",0.001
0.004,0.042,0,0,0.033,0.03,0,0.183,19,0.0111,0.0039,0.03,0.029,"HQH124160",0
0.004,0.0363,0,0,0.02,0.02,0,0.2,14,0.0096,0.003,0.021,0.02,"HQF054080",0
0.005,0.1062,0,0,0.01,0.02,0,0.454,25,0.0085,0.0035,0.017,0.016,"HQX107010",0
0.005,0.198,0,0,0.012,0.02,0,0.435,26,0.0104,0.003,0.028,0.027,"HQF005880",0.001
0.005,0.0016,0,1,0.01,0.02,0,0.095,16,0.0097,0.0032,0.032,0.03,"HQC089480",0.001
0.005,0.0015,0,0,0.015,0.02,0,0.146,21,0.0095,0.0042,0.029,0.027,"HQE149230",0.002
0.004,0.1172,0,1,0.015,0.02,0,0.295,34,0.0127,0.0023,0.025,0.024,"HQG102450",0
0.006,0.0018,0,0,0.009,0.01,0,0.065,23,0.0076,0.0045,0.031,0.03,"HQA132970",0.002
0.005,0.1124,0,1,0.011,0.02,0,0.392,25,0.0138,0.0039,0.016,0.014,"HQZ015410",0.001
0.005,0.0352,0,0,0.03,0.02,0,0.183,15,0.0092,0.0042,0.021,0.02,"HQF147040",0
0.004,0.0778,2,0,0.021,0.02,0,0.911,22,0.0187,0.0026,0.029,0.028,"HQG111120",0.001
0.006,0.0469,0,0,0.016,0.02,0,0.283,28,0.0086,0.0042,0.03,0.029,"HQZ013680",0
0.004,0.0393,0,0,0.021,0.03,0,0.19,17,0.013,0.004,0.03,0.028,"HQE141640",0
0.004,0.002,0,0,0.019,0.02,0,0.091,16,0.0105,0.0032,0.033,0.032,"HQG155410",0.001
0.005,0.0372,0,0,0.009,0.02,0,0.196,16,0.0094,0.0028,0.027,0.026,"HQC032710",0
0.005,0.0332,0,0,0.024,0.02,0,0.186,16,0.0075,0.0036,0.027,0.025,"HQF112650",0
0.004,0.0392,0,0,0.027,0.02,0,0.191,14,0.0104,0.0042,0.02,0.02,"HQG126580",0
0.005,0.1394,0,18,0.018,0.04,0,0.848,33,0.0108,0.0033,0.024,0.022,"HQX091090",0.001
0.005,0.0607,0,0,0.025,0.02,0,0.794,32,0.0081,0.0026,0.024,0.022,"HQA015470",0
0.006,0.1621,0,1,0.01,0.01,0,0.807,26,0.0112,0.002,0.03,0.029,"HQJ096550",0.001
0.004,0.0388,0,0,0.008,0.01,0,0.21,14,0.0071,0.003,0.03,0.028,"HQH147990",0
0.006,0.045,0,0,0.009,0.02,0,0.277,20,0.0086,0.0043,0.018,0.016,"HQZ010430",0
0.005,0.0019,0,1,0.014,0.02,0,0.104,16,0.0107,0.0042,0.03,0.028,"HQZ037820",0.001
0.006,0.1222,0,0,0.022,0.02,0,1.204,36,0.012,0.0028,0.026,0.025,"HQA011070",0.001
0.006,0.0308,0,0,0.009,0.02,0,0.204,12,0.0093,0.003,0.029,0.028,"HQE069380",0
0.005,0.0485,0,0,0.017,0.02,0,0.197,29,0.0092,0.0026,0.033,0.032,"HQH110180",0.001
0.004,0.0018,0,0,0.019,0.02,0,0.096,15,0.0097,0.0033,0.026,0.024,"HQH060270",0.001
0.007,0.0598,0,2,0.016,0.02,0,0.807,30,0.0078,0.002,0.031,0.03,"HQA156160",0.001
0.004,0.1214,0,1,0.011,0.02,0,0.301,24,0.0134,0.0034,0.025,0.022,"HQJ070320",0.001
0.006,0.0583,0,0,0.014,0.02,0,0.791,30,0.0091,0.0028,0.025,0.022,"HQZ055710",0.001
0.006,0.0368,0,0,0.009,0.01,0,0.185,23,0.0061,0.003,0.022,0.021,"HQA075120",0
0.004,0.1147,0,0,0.026,0.02,0,0.474,24,0.0103,0.0027,0.026,0.024,"HQJ157210",0
0.007,0.1161,0,0,0.009,0.02,0,0.293,22,0.0079,0.0029,0.024,0.024,"HQA140530",0
0.007,0.0343,0,0,0.016,0.01,0,0.201,11,0.007,0.0029,0.032,0.03,"HQA153060",0
0.006,0.0383,0,1,0.022,0.02,0,0.207,15,0.0079,0.0035,0.021,0.02,"HQA038250",0
0.007,0.0459,0,0,0.034,0.03,0,0.191,20,0.0138,0.0036,0.039,0.037,"HQD027030",0.001
0.005,0.041,0,0,0.017,0.02,0,0.2,22,0.0075,0.0031,0.024,0.021,"HQH049260",0
0.006,0.0388,0,0,0.021,0.02,0,0.196,17,0.01,0.0039,0.023,0.022,"HQZ103750",0
0.004,0.14,0,1,0.028,0.02,0,0.883,29,0.0102,0.0031,0.022,0.021,"HQH080010",0.001
0.004,0.1211,0,0,0.014,0.02,0,0.312,26,0.0121,0.0029,0.023,0.022,"HQH071320",0
0.005,0.0588,0,0,0.035,0.02,0,0.781,23,0.009,0.003,0.03,0.025,"HQG127860",0
0.006,0.0623,0,0,0.021,0.02,0,0.818,34,0.0103,0.0026,0.028,0.026,"HQB085030",0
0.006,0.0375,0,0,0.019,0.03,0,0.199,21,0.009,0.0033,0.026,0.024,"HQE093850",0
0.005,0.002,0,1,0.016,0.02,0,0.065,15,0.0085,0.0032,0.031,0.029,"HQA009740",0.002
0.007,0.0391,0,0,0.01,0.01,0,0.194,21,0.0056,0.003,0.018,0.017,"HQY110330",0
0.005,0.0827,0,0,0.021,0.02,0,0.296,26,0.0109,0.0026,0.028,0.026,"HQH098850",0
0.005,0.0398,0,1,0.026,0.02,0,0.2,18,0.0098,0.0048,0.024,0.023,"HQH119580",0
0.005,0.0361,0,0,0.008,0.02,0.01,0.211,25,0.0054,0.0032,0.025,0.023,"HQX104620",0
0.006,0.0383,0,0,0.029,0.03,0,0.19,22,0.01,0.0037,0.026,0.025,"HQE081240",0
0.005,0.0526,0,2,0.015,0.02,0,0.352,18,0.0075,0.0019,0.031,0.03,"HQC022940",0
0.006,0.0407,0,0,0.025,0.02,0,0.193,20,0.0093,0.0039,0.031,0.03,"HQC127310",0
0.006,0.1812,0,0,0.017,0.02,0,0.735,34,0.0081,0.0033,0.025,0.02,"HQC104520",0
0.004,0.1128,0,5,0.018,0.02,0,0.451,30,0.0097,0.0032,0.028,0.028,"HQJ074120",0
0.005,0.0347,0,0,0.022,0.02,0,0.191,20,0.0079,0.003,0.024,0.023,"HQC030080",0.001
0.005,0.0022,0,0,0.014,0.02,0,0.065,22,0.0071,0.0041,0.029,0.027,"HQC137700",0.003
0.004,0.0568,0,0,0.023,0.02,0,0.82,29,0.0144,0.0021,0.042,0.039,"HQG131510",0.002
0.006,0.038,0,0,0.015,0.01,0,0.195,19,0.0061,0.0032,0.03,0.028,"HQA059830",0
0.007,0.188,0,0,0.02,0.02,0,0.468,36,0.0089,0.0033,0.026,0.025,"HQA157110",0.001
0.006,0.0563,0,0,0.015,0.02,0,0.342,21,0.0067,0.0033,0.028,0.027,"HQZ165820",0
0.004,0.0385,0,0,0.013,0.01,0,0.208,18,0.0087,0.0037,0.021,0.02,"HQF099200",0
0.003,0.0332,0,0,0.015,0.02,0,0.204,10,0.0101,0.0028,0.029,0.025,"HQG113820",0
0.005,0.2033,1,0,0.031,0.02,0,0.88,34,0.0121,0.004,0.017,0.016,"HQD103240",0.001
0.005,0.0429,0,0,0.013,0.02,0,0.284,16,0.0075,0.0034,0.024,0.022,"HQY087530",0
0.005,0.1139,0,0,0.021,0.03,0,0.494,18,0.0107,0.0023,0.024,0.023,"HQC058840",0.001
0.004,0.1385,0,0,0.027,0.03,0,0.875,24,0.0139,0.0031,0.026,0.021,"HQH021500",0.001
0.007,0.0367,0,1,0.009,0.01,0,0.206,21,0.0068,0.003,0.022,0.021,"HQY136990",0
0.004,0.0364,0,0,0.017,0.02,0,0.241,35,0.0091,0.0024,0.029,0.027,"HQG143240",0
0.004,0.0733,2,0,0.022,0.03,0,0.886,32,0.0194,0.0024,0.029,0.025,"HQG148770",0.001
0.006,0.1467,0,1,0.011,0.02,0,0.678,30,0.011,0.0027,0.025,0.023,"HQZ059340",0
0.004,0.0339,0,0,0.018,0.02,0,0.241,25,0.0073,0.0026,0.029,0.028,"HQG165920",0
0.006,0.1331,0,0,0.012,0.02,0,0.314,25,0.0109,0.0026,0.02,0.02,"HQZ086460",0
0.004,0.0021,0,0,0.013,0.02,0,0.093,14,0.0088,0.0029,0.023,0.02,"HQD087820",0
0.004,0.0194,0,0,0.017,0.02,0,0.192,14,0.0055,0.0034,0.028,0.026,"HQJ040100",0
0.005,0.0338,0,0,0.02,0.02,0,0.193,20,0.0093,0.0035,0.02,0.019,"HQZ142470",0
0.007,0.0018,0,0,0.016,0.01,0,0.142,12,0.0092,0.0034,0.027,0.026,"HQA115000",0.002
0.004,0.0386,0,0,0.009,0.02,0,0.186,22,0.0095,0.003,0.026,0.026,"HQF091600",0
0.005,0.0372,0,0,0.009,0.02,0,0.196,16,0.0094,0.0028,0.027,0.026,"HQC033180",0
0.004,0.1004,0,0,0.022,0.02,0,0.477,36,0.0072,0.0037,0.022,0.021,"HQG074540",0
0.004,0.034,0,0,0.009,0.02,0,0.191,23,0.0106,0.0028,0.023,0.022,"HQE027800",0
0.005,0.0017,0,0,0.021,0.02,0,0.071,20,0.0093,0.0039,0.04,0.038,"HQF078410",0.002
0.006,0.0351,0,0,0.013,0.02,0,0.175,21,0.0074,0.0031,0.028,0.027,"HQA034030",0
0.005,0.0545,0,0,0.021,0.02,0,0.805,34,0.0081,0.0024,0.042,0.039,"HQF121620",0.001
0.005,0.0017,0,0,0.014,0.02,0,0.092,16,0.0099,0.0037,0.027,0.026,"HQF143070",0.001
0.005,0.0516,0,1,0.014,0.02,0,0.348,29,0.0078,0.002,0.036,0.035,"HQF077260",0.001
0.005,0.0398,0,0,0.013,0.02,0,0.186,19,0.0083,0.0042,0.022,0.02,"HQZ012260",0
0.006,0.0822,2,0,0.012,0.02,0,1.091,33,0.0178,0.0021,0.03,0.03,"HQD028710",0.001
0.007,0.0021,0,0,0.013,0.02,0,0.073,14,0.0081,0.0035,0.024,0.022,"HQD046910",0.003
0.004,0.0421,0,0,0.013,0.02,0,0.209,17,0.0079,0.0034,0.032,0.028,"HQJ059090",0
0.006,0.0382,0,0,0.009,0.02,0,0.181,12,0.0095,0.003,0.026,0.025,"HQD012690",0
0.005,0.0806,2,0,0.03,0.02,0,0.9,33,0.019,0.0029,0.024,0.023,"HQA011860",0.001
0.005,0.0482,0,0,0.03,0.02,0,0.301,35,0.0097,0.0037,0.036,0.035,"HQF117110",0.001
0.006,0.0812,2,0,0.016,0.02,0,0.902,41,0.0204,0.0026,0.032,0.031,"HQB081830",0.002
0.006,0.0667,1,0,0.024,0.02,0,0.591,25,0.0178,0.0029,0.028,0.026,"HQY107830",0
0.006,0.0016,6,3,0.01,0.02,0,0.681,14,0.0543,0.0035,0.038,0.037,"HQE116700",0.002
0.005,0.1218,0,0,0.012,0.02,0,0.431,23,0.0099,0.0034,0.022,0.022,"HQG052870",0.001
0.005,0.0392,0,0,0.014,0.02,0,0.198,21,0.0089,0.0032,0.016,0.014,"HQA046260",0
0.006,0.0466,0,1,0.022,0.02,0,0.297,26,0.0101,0.003,0.028,0.026,"HQX060010",0.001
0.006,0.0587,0,0,0.02,0.02,0,0.339,30,0.0066,0.0031,0.035,0.033,"HQZ005820",0
0.004,0.0388,19,1,0.021,0.02,0,0.177,25,0.0084,0.0045,0.023,0.021,"HQH050840",0
0.006,0.1163,0,0,0.017,0.02,0,0.447,25,0.0091,0.0033,0.012,0.01,"HQZ031120",0
0.007,0.1153,0,0,0.014,0.01,0,0.408,24,0.009,0.0033,0.021,0.019,"HQA113320",0
0.004,0.0354,0,0,0.021,0.02,0,0.185,19,0.0067,0.0031,0.023,0.021,"HQJ039050",0
0.006,0.0405,0,2,0.014,0.02,0,0.202,13,0.0083,0.0034,0.032,0.031,"HQA060070",0
0.005,0.0785,5,3,0.023,0.03,0,0.894,35,0.0198,0.0029,0.03,0.029,"HQF070700",0.002
0.006,0.1848,0,0,0.014,0.02,0,0.795,28,0.0087,0.0027,0.022,0.021,"HQZ062050",0.001
0.004,0.0365,0,0,0.018,0.02,0,0.189,21,0.0073,0.0033,0.037,0.035,"HQF114080",0
0.005,0.0376,0,0,0.01,0.02,0,0.202,21,0.0073,0.0029,0.035,0.033,"HQA050530",0
0.006,0.0319,0,0,0.009,0.01,0,0.193,23,0.0057,0.0028,0.024,0.023,"HQB075190",0
0.007,0.0309,0,0,0.016,0.02,0,0.21,24,0.008,0.0027,0.01,0.008,"HQX018530",0
0.005,0.0722,0,0,0.013,0.02,0,0.491,32,0.0124,0.0021,0.043,0.04,"HQC020060",0
0.007,0.0017,0,0,0.013,0.03,0,0.139,18,0.0103,0.0033,0.035,0.033,"HQD021350",0.002
0.006,0.0368,0,0,0.009,0.02,0,0.19,14,0.0103,0.0028,0.028,0.028,"HQB090100",0
0.004,0.0682,0,0,0.017,0.02,0,0.23,90,0.0085,0.0032,0.027,0.024,"HQH157210",0
0.004,0.0385,0,0,0.016,0.02,0,0.181,19,0.0075,0.005,0.022,0.021,"HQH011310",0
0.005,0.0367,0,0,0.009,0.02,0,0.189,16,0.0075,0.0032,0.02,0.019,"HQZ152780",0
0.006,0.0351,0,0,0.012,0.02,0,0.192,17,0.0073,0.0035,0.022,0.021,"HQC103540",0
0.004,0.0345,0,0,0.023,0.02,0,0.194,28,0.0083,0.0032,0.021,0.021,"HQG104690",0
0.005,0.0421,0,0,0.009,0.02,0,0.198,21,0.0079,0.0042,0.023,0.022,"HQD126960",0
0.005,0.0416,0,0,0.018,0.02,0,0.212,19,0.008,0.0033,0.024,0.023,"HQH096900",0
0.005,0.0016,0,0,0.015,0.02,0,0.06,14,0.0089,0.0045,0.036,0.036,"HQF127750",0.001
0.004,0.0184,1,0,0.02,0.02,0,0.202,19,0.0073,0.0033,0.027,0.026,"HQJ039940",0
0.007,0.0443,0,0,0.017,0.02,0,0.21,22,0.0097,0.0033,0.027,0.026,"HQA092810",0
0.006,0.0765,3,0,0.016,0.02,0,0.893,30,0.0197,0.0021,0.026,0.025,"HQX102510",0
0.006,0.1092,0,0,0.021,0.02,0,0.461,23,0.0095,0.0023,0.031,0.03,"HQA018020",0
0.006,0.0387,0,0,0.026,0.02,0,0.189,21,0.0078,0.0038,0.028,0.027,"HQA117330",0
0.005,0.0668,3,1,0.026,0.02,0,0.593,38,0.0193,0.0025,0.025,0.025,"HQG040280",0.002
0.005,0.0185,0,0,0.013,0.02,0,0.209,18,0.0081,0.0031,0.02,0.019,"HQZ116280",0
0.005,0.0025,0,0,0.026,0.03,0,0.094,16,0.0092,0.0039,0.027,0.025,"HQE089160",0.001
0.006,0.0423,0,0,0.012,0.02,0,0.199,21,0.0073,0.003,0.03,0.028,"HQZ109290",0
0.004,0.0599,0,0,0.014,0.02,0,0.796,31,0.0107,0.0021,0.039,0.037,"HQJ140710",0.001
0.005,0.045,0,0,0.02,0.03,0,0.196,23,0.0109,0.0032,0.033,0.03,"HQC067520",0
0.005,0.0021,0,0,0.009,0.02,0,0.069,18,0.0086,0.0026,0.032,0.03,"HQB044820",0.002
0.006,0.0758,0,0,0.012,0.02,0,0.437,18,0.0112,0.0025,0.032,0.031,"HQY104770",0
0.005,0.0347,0,0,0.023,0.02,0,0.148,21,0.0065,0.0031,0.019,0.016,"HQD105800",0
0.006,0.0573,0,0,0.014,0.03,0,0.811,40,0.0114,0.0027,0.036,0.035,"HQZ004360",0.001
0.005,0.0756,0,0,0.031,0.03,0,0.9,38,0.0206,0.0034,0.026,0.022,"HQF148540",0.001
0.004,0.0405,0,0,0.029,0.02,0,0.126,16,0.0106,0.0033,0.021,0.021,"HQJ023530",0
0.007,0.0399,0,7,0.012,0.02,0,0.186,21,0.0124,0.0036,0.023,0.023,"HQD062430",0
0.004,0.0023,0,0,0.013,0.02,0,0.15,12,0.01,0.003,0.033,0.031,"HQH147230",0.004
0.004,0.124,0,0,0.025,0.02,0,0.483,33,0.0053,0.0026,0.038,0.036,"HQJ025660",0
0.004,0.0385,0,0,0.015,0.03,0,0.191,18,0.0094,0.0032,0.027,0.026,"HQJ121490",0
0.004,0.1106,0,0,0.025,0.02,0,0.33,24,0.0121,0.0031,0.023,0.02,"HQG101410",0
0.004,0.0354,0,0,0.009,0.02,0,0.196,14,0.0091,0.0027,0.022,0.02,"HQG136940",0
0.004,0.174,0,0,0.011,0.02,0,0.456,34,0.0095,0.003,0.025,0.024,"HQE045790",0
0.006,0.0326,11,1,0.009,0.01,0,0.227,18,0.0082,0.0029,0.026,0.025,"HQA163190",0
0.006,0.0012,0,0,0.012,0.02,0,0.088,16,0.0105,0.0031,0.02,0.017,"HQZ042380",0.001
0.005,0.0481,0,0,0.014,0.02,0,0.304,28,0.0108,0.0024,0.036,0.032,"HQJ019260",0.001
0.006,0.0404,0,0,0.014,0.01,0,0.194,17,0.0085,0.003,0.033,0.032,"HQA064350",0
0.005,0.0354,0,1,0.011,0.02,0,0.197,29,0.0093,0.0023,0.039,0.037,"HQY070310",0.001
0.005,0.0411,0,0,0.014,0.02,0,0.185,25,0.0078,0.0032,0.022,0.022,"HQH100250",0
0.007,0.1307,0,0,0.013,0.01,0,0.904,30,0.0074,0.0029,0.023,0.022,"HQY124630",0.001
0.005,0.0016,0,0,0.009,0.01,0,0.062,13,0.0052,0.0036,0.032,0.03,"HQF131000",0.003
0.006,0.1211,0,0,0.008,0.01,0,0.294,30,0.0052,0.0032,0.025,0.024,"HQD018520",0
0.005,0.0413,0,0,0.01,0.02,0,0.195,23,0.0057,0.0029,0.037,0.036,"HQE155900",0
0.004,0.0422,0,0,0.008,0.01,0,0.186,19,0.0103,0.0027,0.03,0.028,"HQJ000160",0
0.005,0.0348,0,0,0.025,0.02,0,0.201,16,0.0088,0.0031,0.027,0.026,"HQG136850",0
0.004,0.0367,0,2,0.018,0.05,0,0.139,21,0.0068,0.0031,0.032,0.026,"HQG070160",0
0.006,0.0409,0,0,0.011,0.02,0.02,0.198,31,0.0104,0.0032,0.029,0.028,"HQB079870",0
0.004,0.0605,0,0,0.016,0.02,0,0.322,23,0.0097,0.003,0.029,0.028,"HQJ014650",0
0.005,0.0016,0,0,0.013,0.02,0,0.146,17,0.0103,0.0028,0.026,0.025,"HQC025510",0.002
0.007,0.0025,0,0,0.015,0.02,0,0.066,19,0.0071,0.0034,0.028,0.026,"HQY154760",0.003
0.005,0.002,1,0,0.022,0.02,0,0.094,21,0.0094,0.0046,0.028,0.026,"HQD061500",0.001
0.005,0.0417,0,0,0.013,0.02,0,0.192,24,0.0109,0.004,0.025,0.024,"HQX059800",0
0.006,0.0195,0,0,0.02,0.03,0,0.187,20,0.0124,0.0092,0.02,0.018,"HQC080410",0
0.004,0.0375,0,0,0.009,0.01,0,0.19,14,0.0105,0.0037,0.024,0.022,"HQG071570",0
0.006,0.0638,0,0,0.021,0.02,0,0.836,29,0.012,0.0029,0.042,0.041,"HQZ153590",0
0.006,0.0395,0,0,0.022,0.02,0,0.219,22,0.0071,0.0041,0.033,0.032,"HQY095800",0
0.004,0.0023,0,0,0.019,0.02,0,0.093,21,0.0086,0.0039,0.028,0.026,"HQF119120",0.001
0.004,0.0371,0,0,0.019,0.02,0,0.196,17,0.0085,0.004,0.035,0.034,"HQJ001200",0
0.006,0.033,0,0,0.013,0.02,0,0.212,27,0.0074,0.0036,0.025,0.021,"HQC098540",0
0.004,0.0335,0,0,0.02,0.02,0,0.19,28,0.0084,0.0032,0.033,0.032,"HQH113580",0
0.005,0.0454,0,27,0.009,0.01,0,0.279,41,0.005,0.0027,0.048,0.047,"HQE047580",0
0.005,0.0808,2,0,0.038,0.02,0,0.929,30,0.0193,0.0029,0.027,0.026,"HQE067190",0.001
0.006,0.1047,0,0,0.011,0.02,0,0.436,27,0.0061,0.0023,0.027,0.026,"HQA111050",0
0.004,0.034,0,0,0.006,0.02,0,0.188,24,0.0133,0.0029,0.021,0.02,"HQF055770",0
0.005,0.0387,0,1,0.019,0.03,0,0.196,21,0.0062,0.0032,0.031,0.03,"HQH106030",0
0.005,0.1425,0,0,0.012,0.02,0,0.683,26,0.0132,0.0026,0.022,0.022,"HQJ096720",0.002
0.006,0.0796,2,1,0.016,0.02,0,1.083,41,0.0185,0.0027,0.031,0.03,"HQX001700",0.001
0.006,0.0795,2,0,0.021,0.02,0,0.913,38,0.0197,0.0018,0.027,0.026,"HQY009230",0.001
0.005,0.0381,0,0,0.012,0.02,0,0.225,21,0.0064,0.0035,0.025,0.023,"HQX108860",0
0.005,0.0754,1,0,0.021,0.02,0,0.906,31,0.0202,0.0025,0.026,0.026,"HQY038260",0.001
0.005,0.0384,11,0,0.017,0.02,0,0.193,18,0.0091,0.0029,0.026,0.025,"HQH033820",0
0.004,0.0377,0,0,0.011,0.01,0,0.23,17,0.0059,0.0032,0.024,0.023,"HQC004200",0
0.004,0.0368,0,0,0.018,0.02,0,0.193,16,0.0052,0.0028,0.026,0.025,"HQC075600",0
0.005,0.0659,0,0,0.021,0.02,0,0.486,30,0.0129,0.0024,0.042,0.04,"HQH099070",0.001
0.005,0.0762,1,3,0.029,0.02,0,1.289,37,0.0099,0.0019,0.021,0.021,"HQD096080",0.001
0.005,0.0349,0,1,0.016,0.03,0,0.181,23,0.0131,0.0041,0.022,0.02,"HQX072290",0
0.004,0.0358,12,0,0.023,0.02,0,0.239,27,0.0119,0.0027,0.026,0.025,"HQG107470",0
0.006,0.002,0,0,0.017,0.02,0,0.089,21,0.0094,0.0036,0.029,0.027,"HQX127680",0.001
0.004,0.1818,0,0,0.02,0.02,0,0.801,26,0.0106,0.0027,0.03,0.029,"HQJ148120",0
0.004,0.1211,0,0,0.014,0.02,0,0.298,33,0.0092,0.0024,0.025,0.024,"HQH115770",0
0.006,0.0023,16,0,0.062,0.07,0,0.525,20,0.0153,0.0033,0.022,0.021,"HQB079810",0.002
0.006,0.0609,0,0,0.016,0.01,0,0.806,45,0.0073,0.0032,0.032,0.029,"HQZ012730",0.001
0.005,0.0014,0,0,0.01,0.01,0,0.072,21,0.0089,0.0033,0.043,0.042,"HQE050380",0.001
0.004,0.0431,0,0,0.023,0.03,0,0.2,15,0.0076,0.0034,0.029,0.028,"HQJ050060",0
0.007,0.0421,0,1,0.011,0.02,0,0.183,16,0.0094,0.0032,0.021,0.021,"HQA103330",0
0.007,0.0591,0,0,0.014,0.02,0,0.777,30,0.0089,0.0025,0.036,0.034,"HQD024600",0
0.004,0.0337,0,0,0.009,0.02,0,0.174,16,0.0102,0.0036,0.026,0.025,"HQH018320",0
0.005,0.035,0,0,0.013,0.02,0,0.212,17,0.0076,0.0033,0.025,0.024,"HQZ121580",0
0.006,0.0399,0,0,0.012,0.02,0,0.214,26,0.0078,0.0049,0.025,0.024,"HQX062130",0
0.006,0.0372,0,0,0.011,0.02,0,0.149,33,0.0059,0.0022,0.025,0.022,"HQB133230",0
0.004,0.0025,0,1,0.009,0.02,0,0.059,12,0.0068,0.0035,0.029,0.028,"HQG071790",0.002
0.007,0.0012,0,0,0.009,0.02,0,0.073,13,0.0085,0.0032,0.035,0.034,"HQD050980",0.002
0.004,0.0018,0,0,0.01,0.02,0,0.097,22,0.0101,0.0031,0.033,0.032,"HQH026910",0.001
0.006,0.0747,2,0,0.013,0.02,0,0.913,34,0.0191,0.0027,0.029,0.028,"HQX073600",0.001
0.005,0.0362,0,5,0.015,0.02,0,0.195,23,0.0072,0.0035,0.031,0.028,"HQY056930",0
0.006,0.1507,0,0,0.018,0.02,0,0.489,26,0.0117,0.0032,0.019,0.018,"HQX094490",0.001
0.006,0.0191,0,0,0.013,0.02,0,0.216,19,0.0094,0.0031,0.017,0.016,"HQZ116180",0
0.005,0.0398,0,1,0.026,0.02,0,0.2,18,0.0098,0.0048,0.024,0.023,"HQH119300",0
0.006,0.0399,0,0,0.012,0.02,0,0.201,23,0.0117,0.0036,0.02,0.019,"HQY041680",0.001
0.005,0.0013,0,0,0.008,0.02,0,0.093,15,0.01,0.003,0.029,0.026,"HQD073500",0.002
0.004,0.0509,0,0,0.019,0.02,0,0.294,45,0.01,0.0028,0.035,0.032,"HQG112070",0.001
0.006,0.0014,0,1,0.014,0.02,0,0.144,22,0.0089,0.0038,0.027,0.024,"HQB130810",0.001
0.006,0.0018,0,1,0.017,0.02,0,0.098,18,0.0095,0.0042,0.033,0.031,"HQZ013170",0.001
0.006,0.0377,0,1,0.012,0.02,0,0.192,30,0.008,0.0029,0.03,0.029,"HQA016370",0
0.005,0.2064,0,0,0.018,0.02,0,0.37,23,0.0097,0.0033,0.029,0.028,"HQZ084460",0
0.005,0.1445,0,1,0.014,0.02,0,0.49,25,0.0127,0.0035,0.017,0.016,"HQZ170110",0.001
0.005,0.0357,0,1,0.013,0.02,0,0.169,20,0.0079,0.0035,0.024,0.022,"HQY139990",0
0.006,0.1014,0,0,0.012,0.01,0,0.687,33,0.0104,0.0027,0.02,0.018,"HQA070700",0
0.005,0.0429,0,1,0.016,0.02,0,0.187,24,0.0081,0.0034,0.022,0.021,"HQB090000",0
0.004,0.1472,0,0,0.018,0.02,0,0.825,23,0.0134,0.0024,0.021,0.02,"HQG140670",0.001
0.006,0.0016,6,1,0.053,0.01,0,0.195,17,0.0471,0.0083,0.041,0.037,"HQZ044700",0.001
0.005,0.0386,0,0,0.011,0.02,0,0.197,15,0.0084,0.0035,0.02,0.02,"HQF148940",0
0.004,0.0358,0,0,0.017,0.02,0,0.181,21,0.008,0.0033,0.035,0.035,"HQH006850",0
0.005,0.035,0,6,0.014,0.02,0,0.186,15,0.0097,0.0034,0.023,0.022,"HQC065970",0
0.006,0.0018,0,2,0.011,0.02,0,0.097,15,0.0094,0.0039,0.025,0.024,"HQZ042450",0.001
0.006,0.0409,0,0,0.012,0.02,0,0.21,19,0.0085,0.0036,0.024,0.022,"HQZ035940",0
0.004,0.0616,0,0,0.011,0.02,0,0.77,25,0.0123,0.0032,0.028,0.025,"HQJ111590",0.001
0.005,0.0023,16,0,0.059,0.07,0,0.532,26,0.0152,0.0036,0.022,0.021,"HQD101270",0.002
0.007,0.0014,5,1,0.055,0.02,0,0.19,16,0.0441,0.0092,0.036,0.036,"HQA139570",0.001
0.007,0.1176,0,0,0.014,0.02,0,1.185,29,0.0126,0.0026,0.027,0.026,"HQA076820",0.001
0.005,0.058,0,0,0.012,0.02,0,0.338,26,0.0081,0.0025,0.031,0.03,"HQG002450",0
0.006,0.0014,0,0,0.018,0.02,0,0.077,17,0.0091,0.0036,0.04,0.038,"HQX078810",0.002
0.002,0.0435,0,0,0.011,0.01,0,0.289,33,0.0098,0.0025,0.044,0.042,"HQY051590",0
0.006,0.002,0,0,0.022,0.02,0,0.088,16,0.0089,0.0035,0.028,0.027,"HQA140450",0.001
0.004,0.0695,0,0,0.012,0.02,0,0.235,99,0.0091,0.0035,0.023,0.021,"HQH158400",0
0.005,0.042,19,0,0.01,0.02,0,0.212,21,0.0048,0.0027,0.023,0.021,"HQC019720",0
0.006,0.1065,0,1,0.008,0.02,0,0.419,29,0.0119,0.0025,0.013,0.01,"HQA035580",0
0.005,0.0385,10,0,0.016,0.02,0,0.25,19,0.0083,0.0036,0.018,0.017,"HQA013270",0
0.005,0.06,0,1,0.022,0.02,0,0.813,33,0.0101,0.0025,0.036,0.035,"HQG008050",0.001
0.006,0.0597,0,2,0.011,0.02,0,0.352,23,0.0098,0.0029,0.031,0.03,"HQX047140",0.001
0.006,0.1115,1,0,0.009,0.02,0,0.444,28,0.0084,0.0027,0.027,0.026,"HQA052700",0.001
