"성분AS","성분C","성분B","성분CA","성분CU","성분CR","성분MO","성분MN","성분N","성분P","성분S","성분TOTALAL","성분SOLAL","재료번호","성분V"
0.005,0.0391,0,0,0.01,0.02,0,0.189,24,0.009,0.0024,0.026,0.026,"HQF024320",0
0.006,0.1181,0,0,0.013,0.02,0,0.304,23,0.0093,0.0024,0.025,0.021,"HQC110590",0
0.004,0.191,0,0,0.016,0.02,0,0.445,27,0.0096,0.0023,0.034,0.032,"HQJ143380",0
0.004,0.0017,0,0,0.008,0.02,0,0.084,14,0.0102,0.0032,0.036,0.035,"HQD087700",0.001
0.005,0.0793,0,1,0.014,0.02,0,0.271,24,0.0104,0.0037,0.027,0.025,"HQZ025850",0
0.005,0.0647,0,1,0.009,0.02,0,0.793,28,0.0107,0.0026,0.028,0.026,"HQZ058660",0.001
0.005,0.041,19,0,0.012,0.02,0,0.219,19,0.0063,0.0072,0.019,0.018,"HQB142250",0
0.005,0.0596,0,0,0.012,0.01,0,0.359,21,0.0065,0.0032,0.04,0.039,"HQZ166820",0
0.004,0.0361,19,0,0.022,0.02,0,0.191,26,0.0083,0.0031,0.023,0.022,"HQH006340",0
0.006,0.0525,1,1,0.023,0.02,0,0.8,28,0.0104,0.003,0.033,0.032,"HQA156610",0.002
0.005,0.0402,0,0,0.011,0.01,0,0.196,17,0.0082,0.0027,0.036,0.034,"HQC025080",0
0.006,0.0684,0,0,0.292,0.41,0,0.408,,0.1022,0.0033,0.022,0.021,"HQY065460",0.002
0.006,0.0786,3,0,0.024,0.02,0,0.904,27,0.0194,0.0027,0.022,0.021,"HQB081330",0.001
0.004,0.0157,0,0,0.009,0.02,0,0.143,15,0.0086,0.0034,0.042,0.04,"HQJ144370",0
0.004,0.002,8,0,0.083,0.02,0,0.251,20,0.0706,0.0098,0.046,0.045,"HQH167410",0.001
0.004,0.0702,0,0,0.01,0.01,0,0.48,22,0.008,0.0028,0.038,0.037,"HQH163320",0
0.004,0.1486,0,0,0.013,0.02,0,0.488,28,0.0096,0.0026,0.021,0.02,"HQH130970",0
0.006,0.0597,0,2,0.011,0.02,0,0.352,23,0.0098,0.0029,0.031,0.03,"HQX046660",0.001
0.004,0.0382,0,0,0.014,0.02,0,0.188,22,0.0084,0.0027,0.022,0.02,"HQJ151390",0
0.004,0.0337,16,0,0.023,0.02,0,0.188,35,0.0084,0.003,0.022,0.021,"HQF147400",0
0.005,0.0368,0,1,0.019,0.02,0,0.196,12,0.0088,0.0037,0.024,0.022,"HQH121340",0
0.007,0.1069,0,0,0.015,0.02,0,0.472,30,0.009,0.0023,0.025,0.024,"HQX040520",0.001
0.005,0.0392,0,0,0.01,0.02,0,0.201,24,0.0072,0.0034,0.025,0.024,"HQZ061320",0
0.004,0.0585,0,1,0.026,0.02,0,0.788,38,0.0116,0.003,0.037,0.035,"HQH012710",0.001
0.007,0.0414,0,0,0.012,0.02,0,0.182,15,0.0074,0.0033,0.023,0.022,"HQA071840",0
0.006,0.0017,0,0,0.018,0.02,0,0.096,19,0.0091,0.0033,0.024,0.022,"HQX085360",0.001
0.005,0.0442,0,0,0.018,0.02,0,0.242,21,0.01,0.0032,0.022,0.022,"HQF113060",0
0.003,0.0366,0,4,0.009,0.01,0,0.22,29,0.006,0.0028,0.044,0.043,"HQY040280",0
0.006,0.0418,0,0,0.015,0.02,0,0.286,28,0.0055,0.0031,0.019,0.018,"HQX108740",0
0.005,0.0387,0,0,0.018,0.02,0,0.201,31,0.0078,0.0027,0.032,0.03,"HQY094900",0
0.004,0.0017,0,0,0.013,0.02,0,0.078,16,0.0098,0.0034,0.038,0.036,"HQF027490",0.002
0.004,0.037,0,0,0.012,0.02,0,0.18,19,0.0071,0.0029,0.02,0.019,"HQH075830",0
0.006,0.0016,0,0,0.01,0.02,0,0.075,21,0.0093,0.0033,0.033,0.032,"HQZ077040",0.001
0.005,0.0465,20,0,0.018,0.03,0,0.192,21,0.0129,0.0031,0.024,0.024,"HQC020800",0
0.007,0.0374,0,0,0.016,0.02,0,0.204,26,0.007,0.0038,0.021,0.02,"HQX126410",0
0.004,0.0364,0,0,0.012,0.02,0,0.184,17,0.0073,0.0031,0.024,0.023,"HQG096140",0
0.005,0.0142,19,0,0.01,0.02,0,0.131,17,0.0087,0.0027,0.026,0.026,"HQF042340",0
0.005,0.032,0,0,0.009,0.02,0,0.188,21,0.009,0.0021,0.028,0.028,"HQD121190",0
0.005,0.0384,0,0,0.018,0.05,0,0.184,47,0.0078,0.0035,0.029,0.028,"HQZ154680",0
0.005,0.0377,0,0,0.011,0.02,0,0.179,11,0.007,0.0036,0.02,0.02,"HQF101690",0
0.005,0.0021,0,1,0.009,0.02,0,0.094,19,0.0094,0.0039,0.029,0.026,"HQE091210",0.001
0.005,0.0013,0,0,0.009,0.02,0,0.098,17,0.0099,0.0038,0.032,0.029,"HQH120860",0.002
0.006,0.0359,0,0,0.009,0.02,0,0.19,18,0.0084,0.0027,0.02,0.018,"HQY110620",0
0.006,0.0201,0,0,0.013,0.02,0,0.189,17,0.008,0.0033,0.019,0.018,"HQZ087510",0
0.005,0.0024,0,0,0.015,0.02,0,0.07,22,0.009,0.0034,0.028,0.026,"HQZ135240",0.002
0.005,0.0177,0,0,0.011,0.02,0,0.202,17,0.0075,0.0038,0.018,0.016,"HQG150900",0
0.005,0.0721,0,0,0.022,0.02,0,0.323,26,0.0081,0.0037,0.023,0.022,"HQZ155140",0
0.004,0.0358,0,0,0.022,0.03,0,0.184,12,0.0114,0.0029,0.019,0.017,"HQG003080",0
0.006,0.163,0,6,0.014,0.02,0,0.498,27,0.0115,0.0029,0.023,0.021,"HQA060820",0
0.005,0.1226,0,0,0.011,0.02,0,0.507,30,0.01,0.0026,0.021,0.02,"HQD127760",0
0.005,0.0396,0,0,0.013,0.02,0,0.197,21,0.0087,0.003,0.02,0.019,"HQB127250",0
0.004,0.0379,0,1,0.019,0.01,0,0.189,21,0.0075,0.0032,0.026,0.025,"HQG109480",0.001
0.004,0.04,0,0,0.011,0.01,0,0.205,19,0.0063,0.0031,0.028,0.027,"HQH130690",0
0.006,0.0559,0,0,0.029,0.02,0,0.303,34,0.0077,0.0038,0.035,0.034,"HQX081390",0
0.006,0.0398,0,0,0.017,0.02,0,0.184,21,0.0115,0.0043,0.02,0.018,"HQD005530",0
0.004,0.0021,0,0,0.012,0.02,0,0.092,17,0.01,0.0028,0.03,0.029,"HQF032590",0.001
0.007,0.0405,0,10,0.012,0.02,0,0.219,22,0.0081,0.0031,0.025,0.024,"HQY103260",0
0.007,0.0404,18,0,0.021,0.02,0,0.198,25,0.0117,0.0032,0.02,0.018,"HQX026910",0
0.005,0.0387,0,0,0.009,0.02,0,0.2,21,0.0079,0.004,0.026,0.024,"HQX105510",0
0.006,0.1511,0,1,0.012,0.02,0,0.704,35,0.0138,0.0033,0.024,0.02,"HQH058890",0
0.006,0.0014,0,0,0.012,0.02,0,0.079,17,0.0083,0.0037,0.029,0.027,"HQC142110",0.001
0.006,0.0374,0,0,0.015,0.02,0.01,0.201,18,0.0086,0.0042,0.023,0.021,"HQA131750",0
0.004,0.0353,0,0,0.018,0.02,0,0.189,21,0.011,0.0033,0.024,0.023,"HQF046680",0
0.007,0.061,0,0,0.012,0.01,0,0.344,29,0.0065,0.0027,0.04,0.039,"HQA121410",0
0.006,0.0415,0,0,0.017,0.02,0,0.14,20,0.0084,0.0031,0.028,0.026,"HQA128450",0
0.005,0.0399,0,2,0.011,0.02,0,0.189,16,0.0083,0.0031,0.028,0.026,"HQA034650",0
0.005,0.0431,0,0,0.009,0.02,0,0.176,26,0.012,0.0029,0.028,0.028,"HQF152470",0
0.005,0.1226,0,0,0.011,0.02,0,0.507,30,0.01,0.0026,0.021,0.02,"HQD127370",0
0.004,0.0569,0,2,0.016,0.02,0.01,0.779,29,0.0086,0.0025,0.04,0.039,"HQG061890",0.001
0.006,0.0459,0,0,0.018,0.02,0,0.287,20,0.0093,0.003,0.018,0.017,"HQX046380",0
0.007,0.1083,0,0,0.016,0.02,0,0.3,26,0.01,0.003,0.023,0.022,"HQY136720",0
0.005,0.0578,0,0,0.014,0.02,0,0.797,26,0.0105,0.0025,0.023,0.022,"HQZ151600",0
0.005,0.0368,0,0,0.022,0.02,0,0.193,27,0.0084,0.003,0.03,0.028,"HQZ142240",0
0.007,0.0537,0,0,0.019,0.02,0,0.809,26,0.0088,0.003,0.03,0.028,"HQD042760",0
0.004,0.0025,0,0,0.021,0.03,0,0.094,15,0.0113,0.004,0.031,0.029,"HQG073800",0.001
0.006,0.0371,0,0,0.016,0.02,0,0.183,19,0.0065,0.0032,0.026,0.025,"HQD010310",0
0.005,0.055,0,0,0.009,0.02,0,0.771,22,0.0087,0.0023,0.029,0.027,"HQF107770",0.001
0.006,0.0012,0,0,0.009,0.02,0,0.062,15,0.0079,0.0031,0.029,0.026,"HQA041660",0.002
0.006,0.0578,0,2,0.012,0.02,0,0.347,28,0.0071,0.0029,0.038,0.037,"HQX136060",0
0.007,0.1813,0,0,0.012,0.02,0,0.3,25,0.0133,0.003,0.024,0.022,"HQX084340",0.001
0.005,0.0588,0,0,0.012,0.01,0,0.815,35,0.0057,0.002,0.029,0.027,"HQC026830",0
0.007,0.0389,0,0,0.022,0.01,0,0.198,38,0.007,0.0027,0.026,0.025,"HQX125790",0
0.004,0.0392,19,1,0.012,0.02,0,0.183,17,0.0072,0.0041,0.023,0.021,"HQE043320",0
0.006,0.0382,0,0,0.015,0.02,0,0.188,16,0.0082,0.0036,0.022,0.021,"HQJ082070",0
0.005,0.0609,0,3,0.015,0.02,0,0.347,30,0.0071,0.0034,0.042,0.04,"HQX135460",0
0.005,0.0579,0,0,0.014,0.02,0,0.343,28,0.0108,0.0035,0.033,0.031,"HQZ126140",0.001
0.005,0.0341,0,0,0.011,0.02,0,0.18,18,0.0069,0.003,0.032,0.03,"HQE058870",0
0.006,0.0183,0,0,0.024,0.02,0,0.147,18,0.0069,0.0043,0.022,0.021,"HQY101460",0.001
0.006,0.046,0,0,0.01,0.02,0,0.186,11,0.009,0.0029,0.03,0.029,"HQD074420",0
0.005,0.0397,0,0,0.021,0.02,0,0.201,18,0.0073,0.0033,0.032,0.031,"HQH101260",0
0.004,0.0392,12,0,0.023,0.02,0,0.194,15,0.0081,0.0026,0.02,0.018,"HQB149980",0
0.007,0.0393,0,0,0.013,0.01,0,0.206,16,0.0065,0.0033,0.022,0.022,"HQA138400",0
0.006,0.0012,0,0,0.01,0.01,0,0.072,14,0.0065,0.0029,0.029,0.028,"HQZ146130",0.002
0.005,0.0374,0,0,0.019,0.02,0,0.203,13,0.0082,0.0032,0.032,0.03,"HQA027120",0
0.006,0.0508,0,0,0.01,0.02,0,0.314,30,0.0081,0.0027,0.029,0.028,"HQY075920",0
0.004,0.0352,0,6,0.022,0.02,0,0.167,17,0.0063,0.0044,0.021,0.02,"HQG089460",0.001
0.005,0.0347,0,0,0.011,0.02,0,0.212,30,0.0105,0.0028,0.027,0.026,"HQX024320",0
0.005,0.0441,19,1,0.016,0.02,0,0.177,14,0.0089,0.0036,0.022,0.021,"HQH051070",0
0.005,0.0361,0,0,0.016,0.02,0,0.189,19,0.0098,0.0038,0.02,0.019,"HQG163460",0
0.005,0.0363,0,0,0.011,0.02,0,0.191,15,0.0075,0.0032,0.029,0.028,"HQC065690",0
0.004,0.0463,0,0,0.019,0.02,0,0.287,16,0.009,0.0032,0.017,0.016,"HQG067910",0
0.005,0.0394,0,0,0.013,0.01,0,0.195,26,0.0067,0.0022,0.022,0.021,"HQD094180",0
0.006,0.13,1,1,0.027,0.02,0,0.89,29,0.0123,0.003,0.019,0.018,"HQE051000",0.002
0.007,0.0587,0,0,0.013,0.02,0,0.806,38,0.0136,0.0026,0.022,0.021,"HQZ005010",0.002
0.006,0.0453,0,0,0.011,0.02,0,0.192,18,0.0105,0.0034,0.024,0.023,"HQE096940",0
0.005,0.1221,0,0,0.021,0.02,0,0.438,25,0.0112,0.0029,0.018,0.018,"HQC059160",0
0.006,0.0368,0,0,0.016,0.02,0,0.2,18,0.0093,0.003,0.026,0.024,"HQX063870",0
0.007,0.0016,0,0,0.014,0.02,0,0.062,14,0.0087,0.0027,0.03,0.029,"HQB011080",0.001
0.006,0.0188,0,1,0.01,0.02,0,0.194,19,0.0082,0.0034,0.024,0.023,"HQY047680",0
0.004,0.0022,0,0,0.012,0.02,0,0.068,18,0.0071,0.0032,0.033,0.032,"HQG098510",0.003
0.005,0.0812,1,0,0.014,0.02,0,1.1,26,0.0187,0.0023,0.034,0.032,"HQZ047150",0.001
0.005,0.0807,5,0,0.027,0.02,0,0.907,33,0.0192,0.003,0.029,0.028,"HQH092340",0.001
0.006,0.0203,0,0,0.01,0.02,0,0.199,19,0.0092,0.0027,0.023,0.019,"HQD015390",0
0.005,0.0361,0,1,0.015,0.02,0,0.183,20,0.0096,0.0034,0.024,0.022,"HQE023120",0
0.004,0.0025,0,0,0.019,0.02,0,0.069,16,0.0071,0.0034,0.034,0.032,"HQG098520",0.003
0.004,0.0408,13,0,0.016,0.02,0,0.181,15,0.0093,0.0034,0.033,0.032,"HQJ005840",0
0.005,0.002,0,1,0.009,0.02,0,0.087,23,0.0107,0.0032,0.021,0.018,"HQD084800",0.001
0.005,0.0325,0,0,0.012,0.02,0,0.181,17,0.011,0.0031,0.024,0.02,"HQE000930",0
0.005,0.0012,0,0,0.01,0.02,0,0.093,14,0.0089,0.0045,0.031,0.029,"HQX142780",0.002
0.005,0.1175,0,0,0.012,0.02,0,0.42,25,0.0102,0.0028,0.02,0.019,"HQY055360",0
0.004,0.0401,0,0,0.009,0.06,0,0.14,22,0.009,0.0031,0.036,0.035,"HQG061530",0
0.006,0.057,0,1,0.014,0.02,0,0.818,27,0.01,0.0026,0.032,0.031,"HQE063180",0.001
0.005,0.0564,0,0,0.014,0.02,0,0.333,31,0.0109,0.0033,0.034,0.033,"HQD078520",0.001
0.006,0.0326,0,6,0.026,0.02,0,0.167,20,0.0093,0.0036,0.024,0.023,"HQX047310",0
0.006,0.0394,0,13,0.017,0.02,0,0.189,17,0.0073,0.0034,0.019,0.016,"HQC102560",0
0.006,0.1723,0,1,0.014,0.02,0,0.468,30,0.0091,0.003,0.033,0.03,"HQZ084750",0
0.007,0.1745,0,0,0.014,0.02,0,0.795,35,0.0106,0.0022,0.025,0.024,"HQB090370",0.001
0.005,0.0021,0,1,0.016,0.02,0,0.088,20,0.0104,0.0033,0.025,0.024,"HQB076880",0.001
0.005,0.0357,0,0,0.01,0.01,0,0.194,20,0.0059,0.0031,0.03,0.028,"HQY087830",0
0.005,0.0398,0,3,0.016,0.02,0,0.197,20,0.0091,0.0039,0.017,0.015,"HQZ045690",0
0.005,0.076,0,0,0.023,0.02,0,1.18,36,0.0106,0.0027,0.028,0.025,"HQJ000480",0.002
0.005,0.0411,0,1,0.013,0.02,0,0.212,18,0.0061,0.0038,0.026,0.024,"HQY090980",0
0.005,0.0336,0,5,0.018,0.03,0,0.189,15,0.0104,0.003,0.027,0.026,"HQE110180",0
0.005,0.1171,0,0,0.021,0.01,0,0.3,29,0.0096,0.0034,0.026,0.024,"HQH004290",0
0.004,0.0026,16,1,0.066,0.07,0,0.535,20,0.0146,0.0029,0.022,0.021,"HQG056260",0.002
0.004,0.122,0,0,0.017,0.02,0,0.492,21,0.0117,0.003,0.027,0.025,"HQJ025690",0
0.006,0.0294,0,0,0.019,0.01,0,0.18,21,0.0066,0.0028,0.022,0.021,"HQA161750",0
0.004,0.0022,15,1,0.061,0.07,0,0.532,21,0.0132,0.0032,0.026,0.025,"HQG055170",0.002
0.006,0.0347,0,0,0.022,0.02,0.01,0.2,22,0.0071,0.0036,0.024,0.023,"HQX047270",0
0.006,0.1263,0,0,0.014,0.02,0,0.909,41,0.0101,0.002,0.036,0.034,"HQZ047570",0.001
0.005,0.1252,0,0,0.02,0.02,0,0.869,36,0.0095,0.002,0.021,0.02,"HQB051190",0
0.005,0.037,0,0,0.012,0.02,0,0.19,18,0.0089,0.0036,0.031,0.029,"HQE057340",0
0.006,0.1081,0,0,0.014,0.02,0,0.449,27,0.01,0.0024,0.025,0.024,"HQA017790",0
0.005,0.1143,0,1,0.015,0.02,0,0.492,28,0.0103,0.0032,0.021,0.019,"HQZ118810",0.001
0.003,0.0469,0,1,0.011,0.01,0,0.283,27,0.0099,0.0027,0.03,0.028,"HQY051300",0
0.003,0.0385,0,0,0.013,0.02,0,0.189,19,0.0073,0.0032,0.026,0.024,"HQG098940",0
0.005,0.0808,0,1,0.021,0.03,0,0.417,33,0.0094,0.0034,0.022,0.021,"HQF158920",0
0.005,0.115,0,1,0.009,0.02,0,0.481,20,0.0119,0.0026,0.016,0.013,"HQZ119550",0.001
0.004,0.037,0,0,0.009,0.01,0,0.193,20,0.0077,0.003,0.027,0.025,"HQE046250",0
0.005,0.002,0,1,0.019,0.02,0,0.054,16,0.0082,0.0044,0.022,0.02,"HQZ017650",0.002
0.005,0.0019,5,0,0.049,0.02,0,0.189,23,0.0409,0.0094,0.035,0.034,"HQE009410",0
0.005,0.1182,0,0,0.032,0.02,0,0.451,25,0.0123,0.0031,0.022,0.021,"HQD096610",0
0.006,0.0027,0,0,0.024,0.02,0,0.091,17,0.0104,0.0034,0.032,0.031,"HQA135900",0.001
0.004,0.0015,0,0,0.011,0.03,0,0.067,23,0.0149,0.0037,0.02,0.02,"HQG143640",0.003
0.004,0.002,0,0,0.017,0.02,0,0.093,19,0.0097,0.0036,0.025,0.023,"HQF071840",0.001
0.005,0.1377,0,1,0.023,0.02,0,1.163,31,0.0105,0.0036,0.022,0.02,"HQX148210",0.002
0.006,0.0813,3,1,0.013,0.02,0,0.921,26,0.0225,0.0022,0.033,0.032,"HQE072150",0.002
0.006,0.1372,0,0,0.014,0.02,0,0.912,25,0.0095,0.0022,0.021,0.021,"HQE011900",0.002
0.007,0.1497,0,0,0.019,0.02,0,0.914,34,0.0099,0.0025,0.016,0.015,"HQY091640",0.001
0.008,0.0351,0,1,0.013,0.02,0,0.187,23,0.0076,0.0031,0.025,0.023,"HQA107100",0
0.006,0.0561,0,2,0.02,0.02,0,0.77,28,0.0094,0.0024,0.03,0.029,"HQE108550",0.001
0.004,0.04,0,0,0.017,0.02,0,0.189,15,0.0059,0.0035,0.03,0.028,"HQJ059650",0
0.006,0.0594,0,0,0.014,0.02,0,0.361,26,0.0081,0.0028,0.033,0.031,"HQC123800",0
0.004,0.1198,0,1,0.01,0.02,0,0.299,20,0.0103,0.0027,0.023,0.023,"HQC003820",0
0.006,0.0019,0,0,0.017,0.02,0,0.145,12,0.0088,0.0032,0.025,0.023,"HQB129900",0.001
0.005,0.0378,0,0,0.016,0.02,0,0.2,22,0.0067,0.0039,0.027,0.026,"HQY013500",0
0.005,0.0351,0,0,0.01,0.02,0,0.196,25,0.0081,0.0027,0.031,0.03,"HQF023850",0
0.007,0.0014,0,0,0.009,0.02,0,0.07,18,0.0089,0.003,0.038,0.036,"HQD051000",0.002
0.004,0.0613,0,0,0.015,0.02,0,0.8,28,0.0118,0.0025,0.027,0.022,"HQJ054450",0.001
0.006,0.0017,0,0,0.013,0.02,0,0.089,17,0.0095,0.0036,0.028,0.026,"HQY100080",0.001
0.006,0.0456,0,0,0.014,0.02,0,0.189,20,0.0078,0.0039,0.023,0.022,"HQD066540",0
0.005,0.002,0,1,0.009,0.02,0,0.117,18,0.0109,0.0037,0.027,0.026,"HQD118190",0.001
0.005,0.0015,6,0,0.054,0.02,0,0.197,14,0.0446,0.0085,0.046,0.044,"HQG035930",0.001
0.006,0.0883,0,0,0.011,0.02,0,0.285,25,0.0086,0.0031,0.032,0.029,"HQZ026060",0
0.006,0.0016,0,1,0.018,0.02,0,0.075,13,0.0092,0.0036,0.038,0.037,"HQF072910",0.002
0.006,0.0407,0,0,0.012,0.01,0,0.197,22,0.0094,0.0031,0.025,0.024,"HQB108030",0
0.006,0.0416,0,26,0.01,0.02,0,0.192,20,0.0099,0.004,0.025,0.024,"HQD004290",0
0.005,0.0021,0,1,0.017,0.02,0,0.099,17,0.0101,0.0041,0.032,0.028,"HQH031290",0.001
0.005,0.0393,0,0,0.012,0.02,0,0.202,16,0.0072,0.0029,0.022,0.021,"HQZ117000",0
0.005,0.0389,0,1,0.024,0.03,0,0.179,18,0.0102,0.0047,0.03,0.029,"HQF127490",0
0.006,0.0426,0,0,0.014,0.02,0,0.191,18,0.0058,0.0039,0.026,0.026,"HQA029410",0
0.005,0.0571,0,0,0.028,0.02,0,0.788,26,0.0124,0.003,0.037,0.032,"HQG000950",0.001
0.006,0.0699,0,0,0.019,0.02,0,0.482,33,0.01,0.0028,0.048,0.046,"HQG022290",0
0.005,0.0404,0,1,0.01,0.02,0,0.183,27,0.0082,0.0034,0.034,0.033,"HQC083400",0
0.007,0.0386,0,0,0.012,0.02,0,0.209,19,0.009,0.003,0.018,0.017,"HQA103190",0
0.004,0.0404,0,0,0.011,0.02,0,0.197,24,0.0086,0.0033,0.035,0.032,"HQH161260",0
0.005,0.0395,0,0,0.01,0.01,0,0.196,27,0.0072,0.0033,0.024,0.023,"HQF027180",0
0.004,0.0811,4,0,0.028,0.03,0,0.892,34,0.0195,0.0035,0.03,0.028,"HQG058560",0.001
0.006,0.0773,3,2,0.025,0.03,0,0.903,29,0.018,0.0022,0.032,0.031,"HQE073430",0.002
0.006,0.0397,0,1,0.009,0.02,0,0.19,30,0.0119,0.003,0.025,0.024,"HQC032790",0
0.006,0.0023,9,1,0.07,0.02,0,0.253,19,0.0693,0.0096,0.041,0.039,"HQY032660",0.001
0.005,0.0587,0,0,0.022,0.02,0,0.345,21,0.0088,0.0031,0.032,0.032,"HQG003010",0
0.004,0.0014,0,0,0.049,0.02,0,0.137,20,0.0523,0.0083,0.034,0.033,"HQJ011530",0
0.004,0.059,0,1,0.019,0.02,0,0.791,33,0.0114,0.0026,0.032,0.031,"HQJ110820",0.001
0.005,0.0377,0,5,0.009,0.01,0,0.199,16,0.0088,0.0045,0.026,0.023,"HQF018540",0
0.004,0.0553,0,1,0.019,0.01,0,0.795,29,0.0075,0.0028,0.038,0.037,"HQH012260",0
0.007,0.0366,0,0,0.008,0.01,0,0.202,36,0.0091,0.0024,0.028,0.026,"HQX097760",0
0.006,0.0408,0,0,0.011,0.02,0,0.191,23,0.0093,0.0031,0.018,0.016,"HQC100860",0
0.006,0.117,0,0,0.01,0.02,0,0.338,25,0.0095,0.0028,0.017,0.015,"HQX040010",0
0.006,0.0364,0,0,0.011,0.01,0,0.191,26,0.0042,0.0036,0.034,0.033,"HQB004000",0
0.005,0.0388,0,0,0.021,0.02,0,0.18,18,0.0088,0.0044,0.028,0.027,"HQE036480",0
0.005,0.0415,0,0,0.011,0.01,0,0.216,21,0.0054,0.0034,0.027,0.026,"HQA015290",0
0.004,0.0784,2,1,0.035,0.02,0,0.896,31,0.0187,0.0029,0.023,0.022,"HQG110630",0.001
0.005,0.111,0,0,0.012,0.02,0,0.485,22,0.0106,0.0024,0.03,0.029,"HQE118860",0
0.006,0.0018,0,0,0.034,0.02,0,0.099,20,0.0087,0.0045,0.023,0.02,"HQX084140",0.001
0.005,0.0433,0,1,0.014,0.02,0,0.213,22,0.0071,0.0035,0.026,0.024,"HQX118050",0
0.005,0.0352,0,1,0.01,0.05,0,0.194,31,0.0099,0.0029,0.038,0.036,"HQE015270",0.001
0.006,0.0379,0,0,0.02,0.02,0,0.194,23,0.0092,0.0034,0.026,0.025,"HQJ091210",0
0.004,0.0233,0,0,0.025,0.02,0,0.19,22,0.008,0.0035,0.023,0.023,"HQH048750",0
0.006,0.0843,0,0,0.015,0.02,0,0.886,33,0.0183,0.0018,0.021,0.02,"HQD053960",0.002
0.006,0.0013,6,0,0.054,0.02,0,0.194,20,0.0445,0.0089,0.037,0.035,"HQX148410",0.001
0.006,0.0351,0,1,0.018,0.02,0,0.194,15,0.0096,0.0039,0.026,0.024,"HQZ093510",0
0.006,0.0417,13,0,0.014,0.02,0,0.201,16,0.0058,0.0027,0.022,0.021,"HQA161630",0
0.005,0.0021,0,0,0.013,0.02,0,0.095,18,0.0087,0.0037,0.035,0.032,"HQF156840",0.001
0.005,0.0354,0,0,0.01,0.01,0,0.195,23,0.0059,0.0035,0.026,0.025,"HQF141450",0
0.005,0.1084,0,0,0.009,0.02,0,0.307,23,0.0119,0.0022,0.022,0.021,"HQH138460",0
0.005,0.0405,0,0,0.015,0.03,0,0.195,17,0.0099,0.0031,0.023,0.02,"HQE048310",0
0.006,0.0195,0,0,0.009,0.02,0,0.197,20,0.0088,0.0099,0.017,0.016,"HQD046840",0
0.004,0.1128,0,1,0.021,0.02,0,0.291,32,0.0086,0.0029,0.021,0.02,"HQG156140",0
0.005,0.0024,0,0,0.025,0.02,0,0.097,19,0.0096,0.004,0.032,0.03,"HQF158340",0.001
0.006,0.1447,0,0,0.013,0.02,0,0.794,26,0.0105,0.0023,0.034,0.032,"HQG025000",0.001
0.005,0.045,0,0,0.015,0.02,0,0.194,19,0.0087,0.0037,0.039,0.038,"HQC077320",0
0.004,0.039,19,0,0.007,0.02,0,0.196,16,0.0108,0.0031,0.022,0.018,"HQD088770",0
0.004,0.036,0,0,0.01,0.01,0,0.186,15,0.0078,0.0035,0.026,0.024,"HQG163760",0
0.005,0.0424,0,0,0.011,0.02,0,0.192,24,0.0107,0.0031,0.026,0.024,"HQX113910",0
0.004,0.1169,0,0,0.014,0.01,0,0.299,35,0.0066,0.0026,0.027,0.026,"HQJ070420",0
0.005,0.111,0,0,0.013,0.02,0,0.491,21,0.0119,0.0028,0.02,0.016,"HQE028000",0.001
0.006,0.033,0,0,0.01,0.01,0,0.179,15,0.0079,0.0027,0.026,0.026,"HQB070130",0
0.007,0.0018,0,0,0.018,0.02,0,0.094,17,0.0087,0.0038,0.026,0.024,"HQX132560",0.001
0.004,0.0199,0,0,0.011,0.02,0,0.214,13,0.0088,0.0036,0.024,0.023,"HQJ146300",0
0.005,0.0015,0,0,0.013,0.02,0,0.09,15,0.0105,0.0029,0.019,0.018,"HQB083540",0
0.004,0.0413,0,0,0.008,0.02,0,0.21,16,0.0079,0.0031,0.029,0.028,"HQD157130",0
0.005,0.0399,0,0,0.012,0.02,0,0.212,17,0.0069,0.0027,0.027,0.026,"HQA013510",0
0.005,0.0183,0,0,0.008,0.02,0,0.215,15,0.0076,0.003,0.026,0.025,"HQD080260",0
0.005,0.0408,0,11,0.008,0.02,0,0.142,12,0.0083,0.0033,0.034,0.031,"HQE012730",0
0.006,0.1625,0,1,0.019,0.02,0,1.103,32,0.0125,0.0027,0.022,0.02,"HQA160560",0.003
0.004,0.035,0,0,0.012,0.02,0,0.202,14,0.0098,0.003,0.028,0.027,"HQG141540",0
0.006,0.0394,0,0,0.017,0.02,0,0.191,18,0.0085,0.003,0.025,0.023,"HQB003570",0
0.004,0.0341,0,0,0.01,0.01,0,0.2,17,0.0069,0.003,0.029,0.028,"HQX116430",0
0.005,0.0013,7,0,0.055,0.02,0,0.199,13,0.0468,0.01,0.039,0.038,"HQC142730",0.001
0.005,0.0416,0,1,0.008,0.02,0,0.189,18,0.0091,0.0025,0.018,0.017,"HQJ097300",0
0.006,0.0179,0,0,0.015,0.02,0,0.191,16,0.0103,0.0028,0.022,0.021,"HQB021770",0
0.006,0.0025,0,0,0.009,0.02,0,0.143,16,0.01,0.0028,0.019,0.017,"HQA076180",0.001
0.006,0.1184,0,0,0.013,0.01,0,0.409,33,0.0068,0.0037,0.02,0.019,"HQX165650",0
0.006,0.0418,0,0,0.014,0.02,0,0.208,18,0.0109,0.0033,0.024,0.022,"HQZ035380",0
0.005,0.0017,0,0,0.015,0.02,0,0.091,17,0.0096,0.0044,0.028,0.027,"HQG006970",0.001
