"SLAB번호","정정_장입LT","전저장위치코드","발지야드포인트","스카핑여부","품명","롤단위지정구분","월구분","정정_압연작업지시LT","장입온도"
"SQ78372 021",11.6,"5GG","4C",0,"GI",,9,-0.6,606
"SQ72758 571",8.5,"5GG","4C",0,"CR",,7,-4.4,564
"SQ78504 031",4.1,"3GB","5A",0,"HR",,9,-9.3,706
"SQ73992 021",4.5,"3GB","4C",0,"HR","D",7,-2.3,680
"SQ70819 031",4,"3GB","4C",0,"HR",,6,-3.9,638
"SQ74125 071",7.5,"3GB","4C",0,"HR","D",7,-4.7,475
"SQ63100 551",10,"5GG","5A",0,"BP",,3,-4.1,373
"SQ62591 541",1.1,"3GB","5A",1,"GI","D",3,-9.4,390
"SQ49474 041",9.8,"3GB","4C",0,"HGI","F",10,-1.5,539
"SQ78554 551",4.6,"3GB","4C",0,"CR",,9,1.1,496
"SQ76438 021",5.6,"5GG","5A",0,"HR","F",8,-3.9,648
"SQ72449 551",12.3,"5GG","5A",0,"HR",,6,-2.2,481
"SQ73348 531",4.8,"5GG","5A",0,"HR",,7,-1,604
"SQ69854 531",8.9,"5GG","5A",0,"GI","D",5,2.5,443
"SQ62288 541",13.8,"3GB","4C",0,"GA",,3,1.6,417
"SQ71739 511",5.5,"5GG","4C",0,"PO","B",6,-6.2,643
"SQ57764 541",8.1,"5GG","5A",0,"HR","F",1,-6.8,405
"SQ69461 531",14.3,"5GG","5A",0,"HR",,5,8.7,425
"SQ71317 551",6.7,"5GG","5A",0,"PO","B",6,-5.2,622
"SQ75276 061",6.9,"5GG","5A",0,"HR",,7,-3.9,614
"SQ64792 551",4.3,"3GB","4C",0,"HGI","D",4,-2.9,631
"SQ57047 571",10,"3GB","5A",0,"HR",,1,2,470
"SQ57108 521",5.3,"3GB","4C",0,"HR",,1,-6,636
"SQ80870 551",5.7,"3GB","5A",0,"CR",,9,-8.1,464
"SQ50906 531",9.3,"5GG","5A",0,"HR","D",10,-0.6,466
"SQ70382 571",1.8,"3GB","4C",0,"PO","D",6,-6.1,640
"SQ70723 551",8.2,"5GG","5A",0,"CR",,6,0.7,542
"SQ78058 041",5.3,"5GG","5A",0,"CR",,8,-4.9,683
"SQ51843 511",12.8,"5GG","5A",0,"PO","D",11,-0.6,465
"SQ68606 051",5.7,"5GG","4C",0,"CR",,5,-3.7,619
"SQ61539 031",6.8,"5GG","5A",0,"HGI","F",2,-0.2,620
"SQ74630 021",4.8,"5GG","5A",0,"PO","B",7,0.1,593
"SQ68808 511",10.2,"3GB","5A",0,"HR",,5,-3.9,537
"SQ53843 041",2.9,"5GG","5A",0,"HR","D",12,-1.7,701
"SQ54091 571",6.1,"5GG","5A",0,"HR",,12,-7.5,573
"SQ79696 031",9.1,"5GG","4C",0,"PO","D",9,-0.4,683
"SQ49880 541",13.1,"3GB","5A",0,"HR","B",10,-0.7,559
"SQ56305 531",2.1,"3GB","4C",0,"CR",,1,-5.4,629
"SQ62894 061",12.2,"5GG","5A",0,"HR",,3,-2.4,388
"SQ72253 541",8.1,"5GG","4C",0,"HR","B",6,-1.1,372
"SQ56577 531",7.7,"3GB","4C",1,"GI",,1,2.3,490
"SQ59276 511",8.7,"3GB","5A",0,"HR",,2,-1,584
"SQ54631 061",13.2,"3GB","5A",0,"HR",,12,0.7,419
"SQ55769 521",10.7,"5GG","5A",0,"HR","F",12,2.9,532
"SQ53151 551",15.7,"3GB","4C",0,"HGI","F",11,3,405
"SQ57072 521",9.6,"5GG","5A",0,"HGI","F",1,2.6,498
"SQ78772 541",7.2,"5GG","5A",0,"HR",,9,-4.3,613
"SQ58943 511",8.1,"5GG","4C",0,"HR","B",2,2.6,569
"SQ74590 041",5.5,"5GG","5A",0,"GI","B",7,-2.5,512
"SQ77795 541",6.8,"5GG","4C",0,"CR",,8,0.5,645
"SQ66102 561",4.6,"5GG","4C",0,"HR","F",4,-2.5,607
"SQ55194 571",4.3,"3GB","5A",0,"HGI","D",12,-5.7,613
"SQ58010 531",12.1,"3GB","5A",0,"CR","B",1,-0.7,555
"SQ57731 051",6,"3GB","5A",0,"HR",,1,-3.8,721
"SQ59556 031",14.2,"3GB","4C",0,"HR","D",2,5.3,474
"SQ49328 521",8,"5GG","5A",0,"HR",,10,-5.9,532
"SQ72539 011",8.1,"3GB","5A",0,"HR","D",6,0.2,642
"SQ69314 561",91,"5GG","4C",1,"HR",,5,83.1,318
"SQ80503 571",9.7,"5GG","5A",0,"PO","D",9,0.8,412
"SQ53530 521",5,"3GB","4C",0,"CR",,11,-4.6,526
"SQ70486 051",3.6,"5GG","4C",0,"BP",,6,-7.4,697
"SQ65990 511",6.6,"5GG","5A",0,"HR",,4,-6.6,664
"SQ59387 541",11.8,"5GG","4C",0,"GA",,2,7.6,428
"SQ78781 531",7.3,"5GG","5A",0,"HGI","D",9,-3.4,525
"SQ76468 041",7.9,"3GB","5A",0,"CR",,8,-2,491
"SQ65207 041",7.8,"5GG","5A",0,"BP",,4,1.6,462
"SQ62524 021",7.5,"3GB","4C",0,"FH","B",3,-6.3,386
"SQ49202 041",4.8,"5GG","5A",0,"FH","B",10,-4.5,656
"SQ62497 541",12.1,"5GG","4C",0,"GI",,3,-0.2,494
"SQ79738 521",9,"5GG","5A",0,"PO","B",9,1.5,375
"SQ53000 041",7.5,"5GG","5A",0,"GA",,11,-2,598
"SQ59843 541",4.9,"5GG","5A",0,"HGI","D",2,-5.4,543
"SQ53084 061",6,"3GB","5A",0,"PO","B",11,2.6,492
"SQ75312 021",6.3,"5GG","5A",0,"HGI","F",7,-3.2,495
"SQ61358 041",11.5,"5GG","4C",0,"PO","D",2,2.2,352
"SQ66646 031",9.4,"3GB","5A",0,"HR","D",4,4.2,597
"SQ72504 041",11.6,"5GG","5A",0,"HR","B",6,4.3,340
"SQ79617 551",7.9,"3GB","4C",0,"GI","B",9,-4.4,455
"SQ58080 011",6.5,"3GB","4C",0,"HGI","F",1,-1.1,585
"SQ58353 551",7.8,"5GG","5A",0,"HGI","F",1,-2.3,512
"SQ79225 051",5.3,"5GG","4C",0,"BP",,9,-5.8,590
"SQ53048 541",14.9,"5GG","5A",0,"HR","D",11,3.1,372
"SQ64375 011",3,"3GB","4C",1,"GI","B",3,-7.7,376
"SQ53695 021",5.4,"3GB","4C",0,"GI",,12,1.9,576
"SQ60623 551",5.1,"5GG","5A",0,"HR","D",2,-5.1,527
"SQ78882 011",6.9,"5GG","5A",0,"HR","D",9,-7.4,542
"SQ53161 551",7.8,"3GB","4C",0,"HR","B",11,-3.2,384
"SQ72232 581",13,"3GB","4C",0,"HR",,6,4.8,395
"SQ56315 531",3.1,"3GB","4C",0,"GI",,1,-7.6,636
"SQ76893 011",9.4,"3GB","4C",0,"FH","F",8,1.1,510
"SQ60151 511",10.9,"5GG","4C",0,"HR","B",2,1.6,415
"SQ53924 531",18.1,"5GG","4C",0,"HR","D",12,2.1,476
"SQ69315 051",12,"3GB","5A",0,"HR",,5,-1.3,463
"SQ67449 531",8.4,"5GG","5A",0,"CR",,5,-5.5,572
"SQ76161 511",3.3,"3GB","4C",0,"HR",,8,-2,558
"SQ50753 541",14.2,"5GG","5A",0,"HR","D",10,8.2,439
"SQ72650 571",5.8,"5GG","5A",0,"HR",,6,-1.6,486
"SQ77152 521",6.6,"5GG","5A",0,"CR",,8,-2.5,687
"SQ80659 061",14.1,"5GG","5A",0,"HR","B",9,0.6,452
"SQ79356 061",10.1,"5GG","5A",0,"GI",,9,-0.3,438
"SQ56318 041",11.1,"5GG","5A",0,"HR",,1,-1.6,433
"SQ58770 011",5.6,"5GG","4C",0,"HR",,1,-0.8,576
"SQ76178 521",6.1,"3GB","4C",1,"HR","F",8,-1.8,313
"SQ78974 031",3.9,"3GB","4C",0,"CR",,9,-5.1,669
"SQ49569 041",20.2,"5GG","5A",0,"PO","D",10,8.1,426
"SQ79270 031",4.7,"3GB","5A",0,"HR",,9,-2.3,614
"SQ74441 541",3.9,"5GG","4C",0,"HR",,7,-3.4,643
"SQ67264 041",5.1,"5GG","5A",0,"HR",,5,-1.1,690
"SQ55835 011",5.5,"3GB","4C",0,"HGI","F",12,0.5,622
"SQ62845 021",8.5,"5GG","5A",0,"HR","D",3,-4.5,651
"SQ76199 521",7.5,"3GB","5A",1,"CR",,8,-3.2,394
"SQ59235 531",11,"5GG","5A",0,"GI",,2,-3.5,357
"SQ56073 081",8.3,"5GG","5A",0,"CR",,12,-2.7,430
"SQ56160 021",4.2,"3GB","5A",0,"HR","D",1,-3.5,600
"SQ78274 051",7.9,"5GG","5A",1,"HR",,8,0.5,586
"SQ53654 561",13.1,"5GG","5A",0,"CR",,12,8,467
"SQ80602 071",32.1,"5GG","5A",0,"PO","B",9,27.2,311
"SQ57168 041",3.9,"3GB","4C",0,"CR",,1,-6.5,528
"SQ63156 021",8.2,"3GB","5A",0,"HGI","F",3,-2.8,598
"SQ61198 551",6.8,"5GG","5A",0,"HGI","D",2,-2.2,707
"SQ65460 531",15.1,"3GB","5A",0,"PO","D",4,5,391
"SQ58380 531",6.8,"5GG","4C",0,"GI",,1,-4.1,437
"SQ62481 551",17.1,"5GG","5A",0,"HR","D",3,3.8,430
"SQ60623 521",5.4,"3GB","5A",0,"HR","D",2,-4.7,463
"SQ57999 041",9.8,"3GB","4C",0,"PO","D",1,2.9,475
"SQ73534 021",6.5,"3GB","5A",0,"PO","B",7,-3.5,699
"SQ64437 021",18.3,"5GG","5A",0,"HGI","F",4,7.9,407
"SQ77651 051",8.1,"5GG","5A",0,"HGI","F",8,-2.7,444
"SQ72893 021",4.6,"3GB","5A",0,"CR",,7,-1.1,687
"SQ53446 561",17.2,"5GG","5A",0,"HR",,11,-2.3,395
"SQ77939 531",5.3,"3GB","4C",0,"CR",,8,-0.4,539
"SQ63633 581",5.9,"3GB","4C",0,"HGI","B",3,-4.8,465
"SQ52845 031",8.7,"3GB","5A",0,"EG","F",11,-0.7,514
"SQ78967 021",5.4,"5GG","5A",0,"PO","D",9,-3.4,642
"SQ72388 031",9.7,"5GG","5A",0,"HR","D",6,-1,578
"SQ62161 541",9.7,"3GB","5A",0,"CR",,3,2.6,434
"SQ53694 071",2.4,"5GG","5A",0,"CR",,12,-3.7,746
"SQ63030 031",6.9,"3GB","5A",0,"HGI","D",3,-0.9,605
"SQ52963 021",10.5,"5GG","5A",0,"HGI","D",11,-2.5,555
"SQ74938 031",0.8,"3GB","4C",1,"HR",,7,-10.1,350
"SQ78512 041",6.6,"5GG","5A",0,"HR",,9,-2.6,474
"SQ62613 031",6.1,"3GB","5A",0,"PO","D",3,-2.9,662
"SQ60109 061",8.7,"5GG","5A",0,"HR","B",2,-0.2,519
"SQ55687 031",9.1,"5GG","5A",0,"GI",,12,-2.3,426
"SQ50903 541",14.4,"5GG","5A",0,"HR","F",10,0.4,479
"SQ73499 011",9.9,"5GG","5A",0,"CR",,7,0.8,525
"SQ76940 021",11.7,"5GG","5A",0,"CR",,8,3.2,464
"SQ66177 541",1.6,"3GB","4C",0,"HR",,4,-3.1,801
"SQ70185 521",7.7,"5GG","4C",0,"HR","B",6,0.5,629
"SQ53553 021",5.1,"5GG","5A",0,"GA",,11,-1.3,484
"SQ74117 561",7.1,"5GG","4C",0,"HR","D",7,-1.9,703
"SQ55285 021",12.5,"3GB","5A",1,"GI","F",12,3.9,300
"SQ57070 011",9.4,"5GG","5A",0,"HR","F",1,3.2,595
"SQ49472 521",11.5,"5GG","5A",0,"HGI","F",10,-0.6,511
"SQ68944 511",10.7,"5GG","5A",0,"CR",,5,-2.3,346
"SQ51179 021",6.4,"5GG","4C",0,"HGI","F",10,-1.2,620
"SQ52293 061",12.9,"3GB","5A",0,"HR",,11,2.8,436
"SQ69366 551",13.6,"3GB","5A",0,"HR",,5,4.9,539
"SQ75739 041",2.6,"3GB","4C",0,"PO","D",8,-4.9,748
"SQ49450 511",14.2,"5GG","5A",0,"HR",,10,4.8,495
"SQ67557 531",13.7,"5GG","5A",0,"HR",,5,3.5,427
"SQ80440 041",2.3,"3GB","5A",1,"GA",,9,-7.3,378
"SQ66933 061",8.6,"3GB","5A",0,"HR",,4,-2.7,499
"SQ62416 041",13.9,"5GG","5A",0,"HR","D",3,2,455
"SQ72760 031",6.9,"5GG","4C",0,"CR",,7,-4.9,480
"SQ52897 011",7.5,"3GB","4C",1,"FH","F",11,0.8,374
"SQ54114 521",9.9,"5GG","4C",0,"GI",,12,-4.3,434
"SQ58648 541",12.5,"3GB","4C",0,"HGI","D",1,4.7,453
"SQ66890 551",1.8,"3GB","4C",1,"GI","D",4,-9.8,336
"SQ67962 521",5.3,"5GG","4C",0,"CR","B",5,-4.3,400
"SQ51919 041",7,"5GG","4C",0,"HR",,11,-0.4,467
"SQ54914 011",11.3,"3GB","4C",0,"HR",,12,8.3,364
"SQ64798 541",9,"3GB","5A",0,"GI","B",4,0.5,543
"SQ80341 021",7.4,"3GB","4C",1,"CR",,9,1.1,332
"SQ64454 021",7.6,"3GB","4C",0,"CR",,3,1.3,666
"SQ65531 541",29.5,"5GG","5A",0,"PO","G",4,22.7,304
"SQ65974 031",5,"5GG","5A",0,"CR",,4,-3,586
"SQ56461 061",11.9,"3GB","4C",0,"PO","B",1,-2.5,404
"SQ52155 041",9.6,"3GB","4C",0,"CR",,11,0.5,562
"SQ69693 041",15.5,"5GG","5A",0,"HR","D",5,9.3,382
"SQ68754 041",10.3,"5GG","5A",0,"CR",,5,0.2,583
"SQ55834 511",3.9,"5GG","5A",0,"PO","B",12,-1.3,668
"SQ59038 011",15.9,"5GG","5A",0,"PO","B",2,1.1,349
"SQ68821 511",10.2,"3GB","4C",0,"CR",,5,-1.4,466
"SQ68916 031",3.6,"3GB","5A",0,"HR",,5,-5,550
"SQ62866 541",9.2,"3GB","4C",0,"GI",,3,-2.2,473
"SQ73952 051",9.3,"5GG","5A",0,"HGI","F",7,5.8,573
"SQ53090 011",14.5,"5GG","5A",0,"HR","B",11,1.7,353
"SQ69847 021",8.1,"3GB","4C",0,"GI",,5,-8.2,400
"SQ50161 031",5.3,"3GB","5A",0,"GA",,10,-1.4,452
"SQ79296 071",2,"3GB","5A",0,"BP",,9,-7.5,673
"SQ53766 561",3.3,"5GG","5A",0,"HR","B",12,-1.2,683
"SQ57630 041",6,"3GB","5A",0,"PO","B",1,-2.2,647
"SQ73663 051",1.4,"3GB","4C",0,"PO","F",7,-6.9,745
"SQ80256 521",9,"3GB","5A",0,"GI",,9,4.9,466
"SQ50508 521",12.6,"5GG","5A",0,"HGI","F",10,-2.9,382
"SQ60416 541",19.4,"5GG","5A",0,"HR","D",2,8.9,345
"SQ60519 061",4,"3GB","4C",0,"HGI","D",2,-6.6,547
"SQ61507 011",16.9,"5GG","5A",0,"HR","D",2,0.8,364
"SQ73418 531",5.8,"5GG","5A",0,"CR",,7,-7.1,694
"SQ75259 531",3.6,"5GG","4C",0,"HGI","D",7,-3.9,650
"SQ62263 021",12.1,"5GG","5A",0,"CR",,3,-2,434
"SQ77158 541",8.4,"5GG","5A",0,"CR","B",8,3.8,474
"SQ70373 021",7.2,"3GB","4C",0,"HR",,6,-1.1,554
"SQ67176 051",9.1,"5GG","5A",0,"CR",,4,-0.5,400
"SQ74971 011",6.4,"5GG","5A",0,"HR",,7,-2.8,647
"SQ73856 011",4.1,"3GB","5A",0,"HR",,7,-1.8,715
"SQ55262 031",13.4,"3GB","5A",0,"HR",,12,7.8,401
"SQ49556 561",10.5,"3GB","5A",0,"HR",,10,-2.6,485
"SQ60130 031",2.8,"3GB","5A",1,"HR",,2,-5.3,353
"SQ55771 021",3.2,"5GG","4C",0,"HR",,12,-0.7,575
"SQ58994 531",8.6,"5GG","5A",0,"HGI","F",2,-3.7,409
"SQ62297 021",10,"3GB","5A",0,"PO","D",3,-0.2,390
"SQ50352 021",12.3,"5GG","5A",0,"HGI","B",10,-5.2,337
"SQ60046 011",11.1,"5GG","4C",0,"HR","B",2,1.6,375
"SQ62889 531",11.6,"5GG","5A",0,"HR","D",3,-3.7,515
"SQ70123 071",3,"3GB","5A",1,"HR","B",6,-8.7,354
"SQ52516 041",7.1,"5GG","4C",0,"HR","D",11,-0.7,532
"SQ50949 531",7.3,"3GB","4C",0,"HR",,10,-2.6,663
"SQ69063 011",19.4,"5GG","5A",0,"HR",,5,5.1,354
"SQ49503 531",5.5,"3GB","4C",0,"HR","D",10,-8.3,694
"SQ73961 041",7,"5GG","5A",0,"HR",,7,3.2,512
"SQ61065 521",8.1,"5GG","5A",0,"FH",,2,2.4,472
"SQ58959 581",8.5,"3GB","4C",0,"GI","F",2,1.8,517
"SQ49416 031",10.2,"3GB","5A",0,"HR",,10,0.1,543
"SQ70159 511",12.3,"3GB","4C",0,"CR",,6,3.8,398
"SQ74062 541",5.8,"5GG","5A",0,"HGI","F",7,-2.2,458
"SQ62206 021",8.9,"5GG","4C",0,"BP",,3,-3,392
"SQ77174 041",3.9,"5GG","5A",0,"HGI","B",8,0.2,583
"SQ75062 531",6.8,"5GG","4C",0,"HR","B",7,-5.5,588
"SQ78251 051",2.3,"3GB","4C",1,"HR",,8,-5.5,388
"SQ72313 041",11,"5GG","4C",0,"CR",,6,5.9,522
"SQ78452 511",6.2,"3GB","5A",0,"HR",,9,-4.3,614
"SQ74910 051",6.1,"5GG","4C",0,"PO","B",7,-5.9,409
"SQ78184 011",11.2,"5GG","5A",0,"PosMAC","B",8,-2.4,562
"SQ60643 021",10.2,"5GG","5A",0,"HR",,2,-0.2,483
"SQ53272 541",7.2,"3GB","4C",0,"HGI","F",11,-0.9,567
"SQ59201 021",9.9,"3GB","4C",0,"HGI","F",2,-5.9,535
"SQ70975 021",7.5,"5GG","5A",0,"HR",,6,-1.6,488
"SQ49331 551",6.7,"5GG","5A",0,"HR",,10,-6.7,683
"SQ79200 561",13.5,"3GB","5A",0,"PO","F",9,5.2,406
"SQ56766 041",3.6,"3GB","5A",1,"EG","F",1,-2,400
"SQ53384 041",9.4,"3GB","5A",0,"GI","D",11,-2.5,628
"SQ61703 051",11.4,"3GB","4C",0,"HGI","F",3,1.9,450
"SQ78890 531",12.9,"5GG","5A",0,"GI","B",9,2.5,416
"SQ63695 031",7.5,"5GG","5A",0,"HR",,3,0.7,452
"SQ62419 531",14,"5GG","5A",0,"HR","D",3,1.6,528
"SQ67950 541",1.9,"5GG","5A",0,"CR",,5,-3.9,595
"SQ71566 031",4.8,"3GB","5A",0,"HR",,6,-1.8,604
"SQ58567 021",6.5,"3GB","4C",1,"GI","F",1,0.1,325
"SQ73617 031",3.8,"3GB","4C",0,"HR",,7,-5.9,615
"SQ80493 521",5.4,"5GG","5A",0,"HGI","D",9,-2.6,679
"SQ75799 521",5.7,"5GG","4C",0,"HGI","F",8,-2.1,618
"SQ60562 531",7.2,"3F1","5A",0,"PO","B",2,-2.9,539
"SQ61492 031",14.7,"3GB","5A",0,"CR",,2,4.4,499
"SQ54057 541",13.9,"5GG","4C",0,"HGI","F",12,3.6,354
"SQ52965 511",10.1,"3GB","5A",0,"HGI","F",11,-3.1,537
"SQ80486 511",4.2,"5GG","4C",0,"PO","B",9,-6.3,531
"SQ53454 021",16.2,"3GB","5A",0,"CR",,11,-1.2,307
"SQ51559 511",8,"3GB","5A",1,"GI","D",11,2.1,332
"SQ58931 011",14.5,"5GG","4C",0,"HR",,2,9.5,464
"SQ58925 011",14.3,"5GG","5A",0,"CR",,2,12.2,439
"SQ66814 031",8.4,"5GG","5A",0,"CR",,4,-6.3,504
"SQ53374 061",8.9,"5GG","4C",0,"HR",,11,0.7,510
"SQ50745 531",13,"5GG","5A",0,"HR","D",10,2.5,368
"SQ52818 511",5.9,"5GG","4C",0,"GA","B",11,-3.1,398
"SQ60414 031",4.3,"3GB","5A",1,"HR",,2,-6.6,375
"SQ64063 541",9.5,"5GG","5A",0,"CR",,3,-0.8,407
"SQ78518 041",5.4,"5GG","5A",0,"HR",,9,1.6,675
"SQ54105 021",9.7,"3GB","4C",0,"HR",,12,-1.6,493
"SQ75809 061",8,"5GG","4C",0,"CR",,8,-1.1,400
"SQ70190 041",5.8,"5GG","4C",0,"PO","B",6,-1.5,619
"SQ72720 541",4.9,"5GG","4C",0,"FH",,6,-5,568
"SQ52154 561",4.7,"5GG","5A",0,"HR",,11,-4.2,517
"SQ52195 061",18.5,"3GB","4C",0,"HR","B",11,2.8,378
"SQ60588 551",4.5,"5GG","5A",0,"HR","D",2,-1.8,638
"SQ56452 521",5.8,"3GB","4C",0,"HGI","F",1,-2.3,601
"SQ64459 531",11.2,"3GB","4C",0,"HR",,4,-0.3,491
"SQ66849 541",8.6,"5GG","5A",0,"HR","D",4,0.4,423
"SQ51968 021",4.3,"3GB","5A",0,"CR",,11,1.5,586
"SQ76822 031",8.6,"5GG","5A",0,"HR",,8,-0.1,468
"SQ52045 551",6.8,"5GG","5A",0,"GI","B",11,-3.1,569
"SQ71625 531",7.6,"5GG","5A",0,"HR","B",6,-2.2,597
"SQ81041 551",8.4,"5GG","5A",0,"GI","D",9,-0.6,563
"SQ58761 571",5.5,"5GG","5A",0,"PO","D",1,-3.3,559
"SQ71217 551",3.4,"5GG","5A",0,"CR",,6,-5.2,569
"SQ62186 041",10.5,"3GB","5A",0,"GI","B",3,-3.6,464
"SQ70448 561",12.5,"5GG","5A",0,"HR","D",6,3.1,425
"SQ53071 011",14.5,"5GG","5A",0,"HGI","F",11,7,369
"SQ65921 521",14.9,"5GG","5A",0,"CR",,4,5.7,484
"SQ54296 551",9.2,"3GB","4C",0,"FH","B",12,2.8,341
"SQ50943 521",9.6,"3GB","4C",0,"HR",,10,-0.9,517
"SQ55917 571",3.3,"3GB","4C",0,"HR","B",12,-4.1,746
"SQ67099 511",9.9,"3GB","5A",0,"HR","D",4,-0.8,549
"SQ49529 071",17.6,"5GG","5A",0,"PO","D",10,3.7,341
"SQ64704 561",13.5,"5GG","5A",0,"HGI","D",4,0.2,326
"SQ58831 561",14.1,"3GB","4C",0,"GA",,1,-5.5,310
"SQ51278 531",7.8,"5GG","5A",0,"CR",,10,-0.5,532
"SQ49771 571",7.6,"3GB","4C",0,"HGI","F",10,-5.1,569
"SQ55763 531",3.8,"5GG","4C",0,"GI","B",12,-6.7,536
"SQ72806 531",8.8,"5GG","5A",0,"CR",,7,-3,509
"SQ72818 031",6.7,"3GB","4C",0,"HR",,7,-6.2,634
"SQ79768 011",54.2,"5GG","4C",1,"HR","B",9,48.5,332
"SQ50564 071",11.6,"5GG","5A",0,"HR",,10,-1.7,393
"SQ49094 031",5.5,"5GG","5A",0,"CR","B",10,-1.5,546
"SQ52982 511",15.4,"5GG","5A",0,"HR",,11,7.7,466
"SQ50359 071",9.8,"5GG","5A",0,"HR","B",10,-1.9,504
"SQ53458 511",16,"3GB","5A",0,"CR",,11,-2.2,369
"SQ69827 011",14.9,"5GG","5A",0,"HR","F",5,3.4,303
"SQ74722 041",8.1,"3GB","5A",0,"CR",,7,-1,493
"SQ64668 561",4.8,"5GG","4C",0,"BP",,4,-4.9,507
"SQ63240 011",8.3,"5GG","4C",0,"HR",,3,-4.9,546
"SQ79743 051",8.7,"3GB","5A",0,"PO","B",9,3.2,495
"SQ53696 531",4.9,"5GG","5A",0,"CR",,12,-1,687
"SQ49423 531",8.7,"5GG","5A",0,"HR",,10,-1.6,589
"SQ57368 041",15,"5GG","5A",0,"GA",,1,2.9,355
"SQ52078 051",8.3,"3GB","4C",0,"CR",,11,-5.1,516
"SQ65157 041",13.4,"3GB","5A",0,"PO","D",4,5.1,379
"SQ71695 521",7.1,"3GB","4C",0,"GI","F",6,2.7,533
"SQ55202 511",11.1,"5GG","5A",0,"HR",,12,-2.9,539
"SQ75064 541",7,"5GG","4C",0,"CR","F",7,-6,608
"SQ81168 551",4.3,"5GG","5A",0,"HR",,9,-4.8,681
"SQ52967 551",11.9,"3GB","5A",0,"HR",,11,-0.3,511
"SQ63514 061",18.2,"5GG","4C",0,"HR","B",3,8.8,326
"SQ53809 541",8.5,"5GG","5A",0,"HGI","F",12,1.4,473
"SQ69351 551",15.7,"5GG","5A",0,"HR","D",5,6.7,527
"SQ52043 051",7.1,"5GG","5A",0,"HR",,11,-2.4,584
"SQ70524 531",9.3,"5GG","4C",0,"PO","B",6,3.2,604
"SQ55844 541",6.4,"5GG","4C",0,"HGI","F",12,-2.4,501
"SQ53043 011",15.9,"5GG","5A",0,"HR","D",11,3.3,478
"SQ58580 051",7.9,"5GG","5A",0,"HR",,1,-0.1,467
"SQ78784 521",7.2,"5GG","5A",0,"HGI","F",9,-3.8,668
"SQ70794 511",11.5,"5GG","4C",0,"HR",,6,3.4,401
"SQ77125 021",4.8,"5GG","4C",0,"HR","D",8,-7.5,526
"SQ66628 041",8.7,"3GB","5A",0,"HR",,4,-6.8,584
"SQ52107 031",5.5,"5GG","5A",0,"HR",,11,-6.9,567
"SQ78768 071",14,"3GB","5A",0,"PO","F",9,-0.2,328
"SQ74428 581",4.3,"5GG","5A",0,"PO","B",7,-1,661
"SQ58420 541",4.6,"5GG","5A",0,"CR",,1,-1.7,505
"SQ78352 521",13.3,"3GB","5A",0,"CR","B",9,6.3,464
"SQ78897 551",10.7,"5GG","5A",0,"GI","B",9,0.2,448
"SQ70977 521",7,"3GB","5A",0,"HR",,6,-2.3,643
"SQ61690 521",6.4,"5GG","5A",0,"HGI","F",3,-7.3,595
"SQ71203 541",5.7,"5GG","5A",0,"HR",,6,-2,643
"SQ60685 561",18.7,"5GG","5A",0,"HR",,2,6.6,393
"SQ68479 031",18,"5GG","5A",0,"FH","B",5,11.3,422
"SQ61329 051",6.4,"5GG","5A",0,"CR",,2,-7.3,574
"SQ53172 541",9.8,"5GG","5A",0,"GI",,11,3.4,556
"SQ78414 031",9.1,"3GB","4C",0,"HR","D",9,1.8,600
"SQ57298 551",8.5,"5GG","4C",0,"GA","D",1,2.8,465
"SQ56455 021",17,"5GG","5A",0,"CR",,1,4.7,410
"SQ66792 511",9.7,"5GG","4C",0,"HR",,4,-3.7,361
"SQ68130 541",9,"3GB","5A",0,"HR",,5,-0.9,455
"SQ78348 521",9.2,"5GG","4C",0,"HR","F",9,4.1,632
"SQ78238 521",7.7,"5GG","5A",0,"CR",,8,-1.2,651
"SQ53331 541",5.6,"5GG","5A",0,"CR",,11,-0.7,481
"SQ65104 041",5.5,"3GB","5A",0,"CR",,4,-1.9,683
"SQ49556 521",10.7,"3GB","5A",0,"HR",,10,-2.2,399
"SQ56179 051",4.1,"3GB","5A",0,"HR",,1,-3.5,506
"SQ56211 551",4.2,"3GB","5A",0,"HGI","F",1,-4.6,681
"SQ74337 041",5.1,"3GB","5A",0,"BP",,7,-1.3,463
"SQ56199 561",5.1,"3GB","5A",0,"HGI","F",1,-2,537
"SQ61319 561",8.1,"5GG","5A",0,"CR",,2,-6.1,580
"SQ77926 011",4.2,"5GG","4C",0,"GI",,8,-4.5,713
"SQ56822 511",6.3,"3GB","4C",0,"CR",,1,-4.9,602
"SQ68889 051",2.7,"3GB","5A",0,"HR","D",5,-4.5,621
"SQ75438 521",9,"5GG","5A",0,"CR",,7,-1.5,554
"SQ79949 021",2.1,"3GB","5A",1,"HR",,9,-6.1,383
"SQ71531 511",5,"3GB","4C",1,"HR",,6,-2.3,345
"SQ56873 041",9.8,"3GB","5A",0,"HR",,1,-0.5,394
"SQ52660 021",11.5,"3GB","4C",0,"HR",,11,1.4,338
"SQ66069 011",12.3,"3GB","5A",0,"FH",,4,6.4,572
"SQ73283 561",11.4,"5GG","5A",0,"HR",,7,-0.4,520
"SQ65192 011",12.4,"5GG","4C",0,"PO","F",4,5.7,522
"SQ65762 521",13.7,"5GG","4C",0,"HR",,4,0.8,484
"SQ63526 041",14.9,"3GB","5A",0,"PO","D",3,10.2,426
